Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
19-24,Abnormally Long or Heavy Periods,4/6/2013,microgestin fe tablet,21860,5,5,"Months 1-2= no cramping, came right on time, incredibly light, period lasted 1-3 days, no weight gain, no acne
Month 3= crazy mood swings, not myself, didn't feel motivated, hurt my family/boyfriend's feelings a lot.
months 4,5= felt normal again, happy in my relationships, acne normal, no weight gain still, period came a week early both months with lots of brown discharge and then bleeding the week of my period
month 6= period came right on time, mild cramping, no mood swings, acne normal, period not heavy but not as light as months 1-2
Overall, stick with this pill. It can be rocky, but I think i've gone through everything and am leveling out. ",4,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",2
25-34,Abnormally Long or Heavy Periods,12/9/2013,microgestin fe,53391,4,5,"Took a while, but I'm starting to be happier with this medication. The first 2 months on microgestin, I felt really ill. I took it with dinner, but I would wake up in the middle of the night with extreme nausea. During the day I would be bloated / gassy, but I have IBS so this could be a side effect that others don't have. My periods have been regular and extremely light (no cramps, either), which is making me really happy considering normally my periods are a nightmare. No weight gain, acne, mood, sex drive, etc changes other people complain about that I've noticed, and now that I'm on my fourth pack I don't get any regular side effects unless if I take a pill on an empty stomach. This is my first bc and although I nearly quit during the 2nd month, I'm glad I stuck it out because I feel like I'm back to normal but minus the cramps / periods / awfulness that dominated my life several weeks out of the month before.",3,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,3/8/2013,microgestin fe tablet,21860,5,5,"My hormones were all over the place after having my second child. I was enraged one minute and crying the next. I was also breaking out all over and had the heaviest periods ever. After going on this birth control, my face is clear, my moods are stabilized, and my periods last a day or two max. I've also lost about 5 lbs. So happy to  be back to my old self!!",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",1
13-18,Abnormally Long or Heavy Periods,10/13/2013,microgestin fe,53391,2,2,"My 15 yr. old started this BC last month after trying one other pill. She has had a headache for 13 days now, as well as dizziness, weakness, crying, and very tired. Been to three doctors in 10 days with no relief...think after reading these comments, she shouldn't continue this pill.
",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,9/25/2012,microgestin fe,53391,5,5,"I love this birth control pill - I am taking Microgestin (generic of Loestrin FE) for a few reasons: abnormal periods and also for the obvious reason of birth control. I was worried that it would cause weight gain, but it hasn't. In fact, I have noticed a slight weight loss. I've been on the pill going on 3 months and have seen my weight fluctuate a little, up to as much as 5 lbs in a day. That's why I believe the weight gain associated with the pill may just be water retention and swelling. I recommend using a probiotic to help with water weight gain. I've found that it works like a diuretic.

And a side note ... Microgestin and Loestrin increase breast size. Have noticed a slight increase! This is a great pill. ;)",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,10/31/2012,microgestin fe tablet,21860,5,2,I have never had a problem with acne... I was on this medication for over a year (it was free under my insurance) and I broke out all of the time.  I would randomly get periods mid-month and I was extremely bloated and emotional. I eat very healthy and workout all the time so I did not gain too much weight but I did notice I was not as motivated to be active because I always felt gross.,1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",1
19-24,Abnormally Long or Heavy Periods,7/24/2012,microgestin fe,53391,5,5,"I used to have irregular and heavy periods. While I do use this as my main birth control, the main reason I started using this pill was to do continuous cycling. I have been on this pill for 5+ years now and love it. I have never, ever had breakthrough bleeding, not even the first six months I started this pill. I have been on many other pills before this one, but they all gave me breakthrough bleeding. I never want to change my prescription for this pill, this has worked best for me.",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,6/28/2012,microgestin fe,53391,5,4,"I have been on Microgestin Fe 1.5/30 for four months now and I have an appointment to switch in two weeks. I have very long periods that are close together, 12-14 days on, 7-10 days off. I have taken multiple types of pills off and on for 16 years, taking time off for pregnancy and due to insurance costs at times. On this I have had break through spotting every couple of days with a one or two day period. I don't mind the short period but hate having to wear a pantyliner every days just in case. I have also been much more moody on this and being bi-polar already makes that an issue at times. This does help with my cramps, which makes life so much more bearable. But again, constant break through spotting is annoying and the mood swings are not worth it.",3,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
13-18,Abnormally Long or Heavy Periods,6/13/2012,microgestin fe,53391,5,5,"I abosolotley love this pill, other people seem to have major problems with it but it works wonders with me. sometimes my period would last to be a whole month long and now they are 3-4 days and they are very light. everybody is different and for me, it works. ",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,12/5/2011,microgestin fe,53391,5,5,Some light bleeding on and off and cramps during the first month. No issues since then.,5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,6/30/2012,microgestin fe tablet,21860,5,4,"I've been on this pill for 6 weeks now and haven't decided if I like it or not. My OBGYN prescribed it because I had incessant bleeding. My periods lasted two or three weeks and after many tests, she thought I should try a pill to regulate the bleeding. While this pill has helped tremendously with the bleeding(my last period lasted only four days),the side effects have me kind of concerned. Since taking the pill, I am tired all the time and ultra sensitive. I actually cried at work and I never do that! Although I am on antidepressants for a preexisting diagnosis, my depression has gotten worse since starting this pill. It feels like I am unhappy almost all of the time.If this pill didn't help so much to regulate my bleeding, I would seriously consider switching.",3,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",2
25-34,Abnormally Long or Heavy Periods,9/21/2011,microgestin fe,53391,5,4,"If your feeling nausious you should take it bf you go to bed.  I haven't had any problems yet the only thing is if you miss a dose you will have light spoting, other than that you will always know when  your period is going to come on.",4,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,11/21/2010,microgestin fe,53391,3,4,"I had periods with up to 18 days in length, very painful cramps that caused me to black out occasionally and heavy bleeding.  i've tried four other B/C pills and have definitely been the happiest with this one.",4,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,9/17/2012,mirena intrauterine device,20420,5,5,"I have now had my Mirena for almost 5 years and would recommend it to anyone considering it. I had extremely painful and heavy bleeding with my periods, since having the Mirena i have no pain and only rarely have period cramps. I usually only bleed lightly for 2-3 days (would probaly have no bleeding but am on long term anticoagulants). ",5,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",3
45-54,Abnormally Long or Heavy Periods,10/28/2009,microgestin fe,53391,5,5,"My GYN started me on Microgestin prior to being considered for an ablation due to heavy, painful periods.  It has been a miracle for me!  I am perimenopausal and it has virtually made my symptoms disappear.  In the past, I had been on Ovral for about 20 years.  My partner had a vasectomy so I stopped, but when I started having heavy periods I knew I needed to do something.  I have not had one side effect.  I had a very scant period which lasted about 3 days; the last period I had prior to starting Microgestin was 10 days of the Red Sea!  What a difference.  I would suggest to all the ladies who have had problems to talk to their MDs and switch.  Everyone is different; not all BCPs are for everyone -- that's why there are so many out there.  ",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",1
25-34,Abnormally Long or Heavy Periods,7/20/2009,microgestin fe,53391,5,2,Horrible stomach pains and bloating. Extremely sore breast. ,1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
45-54,Abnormally Long or Heavy Periods,11/19/2011,microgestin fe tablet,21860,3,1,I start this med a month ago for my heavy period and fibrous  I can believe is not working for my. I rather use the brand lowestore 23 and no this one in which is generIc.,1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",2
35-44,Abnormally Long or Heavy Periods,8/6/2012,mirena intrauterine device,20420,5,5,I am 42 and have two kids.  I was having very heavy and long periods.  I did have polyps removed and mirena was recommended by Obgyn.  The 1st period was about the same then the 2nd was shorter and lighter only about 4 days.  This has continued hoping they will stop all the way but happy with this result.  I feel so much better.  No side effects at all for me.,5,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",5
 ,Abnormally Long or Heavy Periods,5/15/2011,microgestin fe tablet,21860,3,4,This is my 2nd month on this pill and ive been having breakthrough bleeding for 5 days now and i also had it last month for 3 days . I am really annoyed that i keep spotting randomly . Has anyone else had this side effect & if so did the break through bleeding stop ...,2, ,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",1
25-34,Abnormally Long or Heavy Periods,7/31/2012,mirena intrauterine device,20420,4,2,"My experience with Mirena was a one time thing that lasted me about 13 months. I  experienced so much pain when I had my Mirena inserted, then my periods stopped for 6 months, then came back with a vengeance. During the time I had my Mirena I experienced problems with cysts on my ovaries multiple times. Finally during my 13th month I started bleeding so bad my doctor had to remove my Mirena. I couldn't have that done again between the pain and the bleeding problems that was enough for me. I'll take a pill everyday. ",1,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",1
19-24,Abnormally Long or Heavy Periods,7/20/2012,mirena intrauterine device,20420,3,3,"I had my Mirena put in almost a month ago. I'm 22 and haven't had any children. My doctor recommended I get it because I am anemic and she was concerned that I was losing too much blood during my periods. Surprisingly, when it was put in I wasn't in much more pain than my normal cramps during my period. But when the time came for my period to start 2 weeks later I started getting terrible cramps. Normally either a Midol or a heating pad would work to stop the pain, but even with both I was in so much pain that it was hard to get out of bed. I decided to look it up on the internet to see if that was normal and I came across a couple discussions similar to this one. It's a relief to know that the side effects I'm experiencing aren't all in my head. I've noticed terrible cramping, non-stop bleeding (lighter flow though), no motivation/extreme fatigue, depression... I have not ran into acne or weight gain but I'm worried that it'll only be a matter of time. I know everyone's body reacts differently and it may take a while to truly know how my body will adjust to the Mirena, but after reading others' experiences, I can't help but want the thing out... now! I suppose it's serving the purpose my doctor and I set out for by lightening my periods, but at what cost?",2,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",3
19-24,Abnormally Long or Heavy Periods,11/29/2010,microgestin fe tablet,21860,5,5,"i have used this bc for about 3 yrs now. i love it so i thought id share it. the first month or so i would have to say my body needed to adjust to it, feeling a bit sick but got over it fast. didnt gain weight, didnt lose weight. cleared up my ance when i used it, but in the past year or so i have had acne problems dont think it has anything to do with the pills tho. i started the pills because my periods were so severe that i was basically bed ridden the first two days and going thru a tampon pad double up every hour! my doctor say i can get my period up to every 3 months on the pill too, by just skipping the period pill weeks and starting a new pack. (this i loved) gettin a period every 3 months. yes please. been very satisified on the pill for years!",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",2
 ,Abnormally Long or Heavy Periods,7/18/2012,mirena intrauterine device,20420,3,3,"I received the Mirena 10/10 for heavy periods, and severe emotional behaviors. I could not take hormonal contraceptives because of my history of severe (daily prescription drug treated) migraines and my cycle was beginning to be unbearable. My last child was born in 07 and in 09 I began having reoccurrent bacteria vaginosis problems (consistently). Since the mirena, my labibdo remains high, no weight gain, migraines haven't increased, periods are much lighter, OH but there is a big BUT!!! Since 10/10 I will have what appears to be periods for at least 3 to 10 days twice a month and most of the time without any warning. Now the procedure was 20 mins but it was guided ultrasound, it felt a little bit more uncomfortable then a pap, holding my inhaling and exhaling when my doc told me to helped. Its something one has to weigh their pros and cons and the reasoning for using this device. I will say that I am exploring other another option that does not involve the use of any non/hormonal drugs,or insertions of devices. I am either going to keep the Mirena or go the surgical route.",3, ,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",2
35-44,Abnormally Long or Heavy Periods,7/16/2012,mirena intrauterine device,20420,5,5,"I was so nervous getting the Mirena due to all the negative reviews and I have been so sensitive to birth control pills; gaining weight; acne etc. in the past it was only in desperation I decided to take the plunge and go on the Mirena and I am so glad I did. My period was getting so heavy over the past year I became iron deficient, therefore loosing my hair and getting bald spots and lethargic every month not to mention running to the bathroom every 2 hours to change my tampon and pad from bleeding so much.  Insertion of the IUD was a little painful and spotting for a 2 days after then nothing. My periods so far are great; light bleeding and spotting and thats it. I wish I've done this sooner. Plus my sex drive had increased since being on it my husband loves it too. I can't praise the Mirena enough for giving back my life. Not everyone is the same of course but I just wanted to tell a positive story instead of adding to all the negative reviews that almost scared me away from getting the Mirena and almost missing my chance of getting my life back.",5,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",10
25-34,Abnormally Long or Heavy Periods,8/27/2010,microgestin fe tablet,21860,5,5,I have been on this pill for a few years and never had any problems.  I started with this pill because of the iron in it.  I've read some bad reviews but had to say I haven't had any of the side effects.,5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",3
19-24,Abnormally Long or Heavy Periods,6/18/2012,mirena intrauterine device,20420,5,4,"If you are considering Mirena, do NOT be scared off by negative reviews! Read on for details, but I certainly don't think there's remotely enough pain involved to avoid this device, at least not if you have a competent doctor!

I'm almost 23, and - after extensive research - asked to be prescribed Mirena to treat my very irregular periods since suffering a second trimester miscarriage 2 years ago. The birth control aspect is a major plus. I had Mirena inserted almost 2 weeks ago, which is the only reason I only gave it 4 stars for effectiveness, as I haven't had it long enough yet to judge that.

For those worried about the pain... don't be. Insertion was certainly not comfortable, but it was far from unbearable, at least for someone like me who has been pregnant in the past. For the record, I did not have any pain killers before or right after insertion, and it was performed 4 days into my cycle. Dilation of my cervix did not hurt one iota. The clamp used to pull the uterus into the proper position for insertion causes moderate cramping, so that wasn't too pleasant, but was not even as bad as period cramps. The only point where I felt even noteworthy pain was the brief ""pop"" when the insertion device made it around a bend in my uterus that had been causing the doctor trouble... that was a fairly sharp jolt of pain for a few seconds, but it wasn't tear-jerking or anything like that. As soon as the clamp, speculum, and inserter were removed, I felt nothing but very mild cramping which lasted one day and went away the second I took a Midol.

I spotted very lightly (only a nickel-sized dot in a pantyliner every few hours) for the first week, and now only notice light traces of blood when I wipe. I have not had any pain related to the Mirena since. I cannot detect any side effects from the hormones. I can't feel the device at all, except for the strings if I check for them, and they're very unobtrusive. They even get softer with time.

Mirena is great so far!",5,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",5
35-44,Abnormally Long or Heavy Periods,6/18/2012,mirena intrauterine device,20420,5,5,"awsome aside from spotting for the first month,very happy with it.",5,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",1
 ,Abnormally Long or Heavy Periods,1/15/2010,microgestin fe tablet,21860,3,2,"I started taking this pill about a year and it worked for me for about half the year with lighter periods not necessarily shorter. it also my first pill I have every taken. Then I stopped due to insurance reasons and recently started again. The only major side effect i'm having is NAUSEA so bad and not being able to sleep at night which I have never had when I first taking this pill. also in genera feeling AWFUL! if you are a person that can deal with nausea, then this is the pill for you.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",1
25-34,Abnormally Long or Heavy Periods,11/6/2009,microgestin fe tablet,21860,2,2,i was on this and had to get my gallbladder out. ,2,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",1
45-54,Abnormally Long or Heavy Periods,8/8/2010,mirena intrauterine device,20420,1,2,"I had Mirena for 3mos,,,,the worst 3 mos I can remember!  I am 48 and have endured long painful periods last couple years and decided to give this a try before ablasion surgery.   
Within first month I gained 7lbs!!  I excercise like crazy and get nothing from it because of the mirena.   In last 3mos, maybe only a few days where I have not had spotting.   I have been PMS'ing for 3mos, and after reviewing my last 3mos, I see I am one of the less than 5% that has had about every side effect.   I would rather have my old life back and deal with the periods than all the side effects from last 3mos of ""hell"".  I am having it taken out this week, would have actually done it myself with the mood swings, but I overcame that!
I now know why I sleep so much including needing an afternoon nap or a grande expresso everyday, have had acne breakouts, weight gain (my watch is tight on my wrist!!) and been so depressed.
I wish everyone better luck than me with your Mirena....guess just not for me.",1,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",7
19-24,Abnormally Long or Heavy Periods,8/6/2010,mirena intrauterine device,20420,5,4,"I just received the Mirena on yesterday. My doctor gave me to pills one to relax me and one to open up my cervix. It was extremely painful. I am 24 years old with no kids. I bled afterwards and was in so much pain when I got home. I took two 800 mg ibprophens which helped a little. After I showered I have not bled at all. It may take some time for my body to get use to it. I am still experiencing mild cramps but other than that I am ok. Every womens body is different and no two people will experience the same thing. So if you wanting to try it, you will have to take the risk of trying it on your own and see how it affects you.",3,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",3
25-34,Abnormally Long or Heavy Periods,8/4/2010,mirena intrauterine device,20420,1,1,I HAVE THREE CHILDREN I DECIDED TO GO FOR THIS IUD TO HELP WITH MY ENDOMETROSIS I GOT IT MAY 11 2010 HAD ONE PERIOD IN APRIL AFTER THAT IT COMPLETLY STOPED . I WENT TO MY DOC THEY SAID IT WAS NORMAL I SAW HIM FOR BOWEL ISSUES AND ADOMINAL PAIN FOR TWO MONTHS. I WAS SENT TO XRAY CT SCANS TO EVENTULLY FIND OUT I WAS THREE MONTHS PREGNANT AND THE IUD IS MISSING IN ACTION MY DOC THINKS IT CAME OUT BUT I AM STILL HAVING BOWEL ISSUS AND LEFT SIDE PAIN THERE IS A SMALL CHANCE IT PENATRATED THROUGH THE WALL AND IS IN MY ABDOMINAL CAVITY THEY CANT HELP ME UNTILL THE BABY COMES OUT I AM TOLD I PERSONALLY DO NOT LIKE THIS IUD VERY MUCH ,1,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",3
35-44,Abnormally Long or Heavy Periods,7/19/2010,mirena intrauterine device,20420,1,2,"I had Marina for about 8 month.  Few days ago I got it remove. In the end of second day, I started to bleed with big blood clots. I was about to go to ER.  I got Marina  to prevent heavy periods,  but  while having it,  I experienced  very painful  breast  (enlarged  two sizes up) , gain 10 pounds in first two month , hair loss and  constipation, that I end up having a colonoscopy ,which it did not show anything that would cause   such constipation. Also, after five month a mammogram and ultrasound showed that I have a lump in my right breast. It did not show any lumps a year ago in a mammogram. I'll have another ultrasound after six month.",1,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",5
25-34,Abnormally Long or Heavy Periods,6/25/2010,mirena intrauterine device,20420,4,1,"Here is my experience so far. To have it put in was not to bad. 3 large cramps but my Dr. gave me valium before the procedure. Its been a month and I have not stopped bleeding or passing clots. I get waves of cramps that make me sweat and dizzy along with lower back and pelvic pain. I feel like Im in a constant state of PMS. Im moody and sooooo very drained. Im sleeping up to 13 hours a night and always want to nap. I have IBS/Colitis and I ""think"" its causing a flare. Im hoping in time I will even out and start to feel better? ",2,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",5
35-44,Abnormally Long or Heavy Periods,6/17/2010,mirena intrauterine device,20420,5,1,"I had my IUD inserted in Jan 2010.I have had bleeding/spotting almost every day since then. I get about a 5 day break per month and then right back at it. I am experiencing bad side effects. Very bad fatigue, extremely bad mood swings, Acne like never before in my life, and cannot lose weight for nothing. I am very active. 5-6 days per week for about an hour a day. I run, I cardio train and watch what I eat and cannot shed a pound. I will be calling my DR. in the morning to see about having this thing removed. Works for Some but not for everyone.",2,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",4
25-34,Abnormally Long or Heavy Periods,6/16/2010,mirena intrauterine device,20420,5,5,"After reading many and I mean many reviews, I was extremely nervous about having mirena placed. That was 2 yrs ago and I am now so glad I made the decision to have it placed. Many of the reviews are terrible and downright scary. The insertion was very painful as I have never had children. I had light bleeding for about 2 weeks after insertion, then spotting for 8 months after. I have not had a period since(love)! I have some minor cramping at the end of each month, when I should be getting my period. I have had some side effects but nothing I won't or can't deal with. Mild acne and some facial hair growth. I have my acne under control with the right skin care. I was worried about the decrease in sex drive many had reported. This was the problem I encountered with many of the pills, this is not the case at least for me with mirena. I now have an increased sex drive for once in my life! I use this for very heavy periods and birth control and could not be happier with it's effectiveness. Everyones bodies are different but this has been great for me!",5,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",6
35-44,Abnormally Long or Heavy Periods,6/1/2010,mirena intrauterine device,20420,1,1,"I was 44 years old and my doctor recommended Mirena to control heavy menstrual bleeding. At one month follow up appointment, my doctor discovered the device had shifted out of position so she removed it and re-insert a new one, which meant I had to endure the pain and discomfort of the procedure again. Less then three months later, I had a very painful and uncomfortable menstrual cycle and the device came out on its own.  My doctor said this has never happened to any other patients she had.  I am very disappointed with this entire experience.  I will not recommend Mirena to any one.  ",1,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",5
35-44,Abnormally Long or Heavy Periods,5/22/2010,mirena intrauterine device,20420,5,4,"I had Mirena inserted in Oct 2009. It did resolve my issues with heavy periods however, after several months of spotting, I have been left with a discharge. In Feb 2010 I had a really heavy period in which I lost a lot of clots. This prompted a visit to my GYN. An ultrasound in March 2010 found that I had now developed cysts in my right ovary, my fibroids had grown and my uterus went from being 8x8 in Sept 09 to 12x8. My 2month follow-up in May 2010 found that the cysts have almost doubled in size, the fibroids have grown more and my uterus is now 16x8. Based on blood tests, I have no sign of cancer. My visit to the GYN Oncologist today ended with the decision to remove my right ovary and uterus. The doctors have NOT said that these problems are related to the Mirena however, I did not suffer from problems of this magnitude before the Mirena. I discovered my fibroids in 1996. 14 years and 2 children later, they remained slow growing and unproblematic with the exception of the heavy periods. The rapid growth occurring in my body at this time comes without definitive  explanation however, I find it questionable that these problems began shortly after the device was inserted. I think that Mirena could be a great fix for most women with heavy periods. Unfortunately it just wasn't for me. ",1,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",7
25-34,Abnormally Long or Heavy Periods,5/31/2012,mirena intrauterine device,20420,5,4,"I got Mirena yesterday, insertion was not too bad, but after I got home for about 6 hours the cramping was horrible. It felt like I was having a miscarriage. The cramping has almost completely went away, only minor spotting that has stopped now. ",4,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",1
35-44,Abnormally Long or Heavy Periods,5/17/2012,mirena intrauterine device,20420,1,1,"Horrible!!!Removed in 25 days: constant pain, bleeding, hair loss, mood swings, acne, back pain..It's a TORTURE!!!!DO NOT USE IT! ",1,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",1
35-44,Abnormally Long or Heavy Periods,5/6/2012,mirena intrauterine device,20420,2,3,"I have had this for about 30 days I have spotted everyday. I got this so I wouldn't have a period. Frustrating I'm going for my check up this week. I also cramp a least once a day.
",1,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",1
35-44,Abnormally Long or Heavy Periods,5/1/2012,mirena intrauterine device,20420,4,5,"I am 38, and have never given birth.  My doctor recommended Mirena for my long and heavy periods.  (My periods were 10-12 days long, and I would go through at least 2 boxes of super sized tampons.)  Honestly, the procedure itself was the worst pain I have ever felt, I almost passed out from it.  I was given a prescription for 800 mg ibuprofen to take during and after, it didn't help much.  The aftermath wasn't much better, I had moderate to severe cramping off and on for about a month afterwards.  I had light to moderate bleeding for 5 weeks afterwards.  
I have now had Mirena for 10 weeks and I never thought I'd say it, but I love it.  I think I've had one period, but it was so light, I wasn't sure if I was spotting or what.  I haven't gained any weight (and I like to eat) and no complexion or personality changes like others have complained about. I don't know if it's relevant, but I didn't experience any of those side effects when I was on the pill many years ago either.
So, in summary:  if you are considering this option and haven't given birth, see if you can get some kind of stronger pain med, and be patient with the cramps and bleeding afterward.  I have been very pleased and look forward to easier periods for the next 5 years!
",4,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",5
13-18,Abnormally Long or Heavy Periods,4/30/2012,mirena intrauterine device,20420,5,5,"I love this birthcontrol! I use to take pills but I could never remeber it and I had really bad periods so I got mirena but when I got it,it was very painful (never had a child) after that lot have cramping then 1 month having a period after that  I had no more periods and I only had for 7 months now and love it!",5,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",3
25-34,Abnormally Long or Heavy Periods,3/19/2012,mirena intrauterine device,20420,4,4,"I don't usually review products but i noticed a lot of reviews for mirena are negative.  so i thought i would let everyone know there are positive outcomes.  I got Mirena placed 4 weeks ago. had very light spotting for about 24 hours after placement and mild cramping.  The first 24 hours were nothing like my first 2 days of my normal periods, much easier.  I normally get large cyst like acne a couple of days before my period and these have completely cleared since the placement!  My skin is actually MUCH clearer.  I have had no cramping or spotting since the first 24 hours after placement.  Yesterday I had some very, very light spotting, breast tenderness, and mild cramping.  I was supposed to start my period 2 days ago.  As of today...nothing.  No spotting, tenderness, or cramping. I suppose i just had my first period after placement! Amazing!! I went from acne, 8+ days of heavy periods, extreme cramping, back aches, moodiness, etc. I can honestly say I feel better and have actually lost a couple of pounds since getting the mirena.  Just keep in mind everyone reacts differently.  There are those who are very greatful for Mirena. So far I have nothing negative to say.  I only gave 4 stars due to the fact I have only had it 4 weeks. So far best decision I have ever made absolutely life changing for me..",4,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",5
35-44,Abnormally Long or Heavy Periods,3/13/2012,mirena intrauterine device,20420,5,5,"I read tons of reviews of Mirena before finally taking the plunge. I had REALLY heavy periods after my period returned after having my second child. We had decided to stop having children and the IUD seemed like a good choice. I really wanted my periods gone and this seemed like the best solution on all fronts. I am VERY happy with my experience. 

I had it put in when my son with 10 months old after a V-BAC. I felt only very mild discomfort and had minimal cramping that night and tinges the next day. Very little spotting as well. My doctor had me come in as my period was ending, which is key to the minimal bleeding I believe. I am now at my first period post Mirena and I am THRILLED! I am basically only spotting, already. Amazing. Last month I had to use a super plus tampon each hour for two days and nights. Now I may only use two for the entire event! I feel so much better while on my period. I did have some period related acne briefly, and some intense carb/salt cravings. 

So happy I went this direction. 


I have not gained nor lost any weight and have kept a very close eye on it. I don't detect any change in libido either (higher if anything but with two children we are so tired it is hard to tell!)

",5,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",2
25-34,Abnormally Long or Heavy Periods,5/19/2010,mirena intrauterine device,20420,4,4,well i had the mirena for about 9 months but me and my hubby have taken it out to try to have a baby but i can not stop bleeding and have big blood clots iam not to happy. should that happen?,2,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",3
35-44,Abnormally Long or Heavy Periods,5/5/2010,mirena intrauterine device,20420,5,5,I have had the Mirena IUD since April 2009. The insertion was the hardest part about the whole process. And even then it wasn't THAT bad. I've had 2 children and it took about 6 minutes. I did have cramping and it did hurt. But compared to child birth it was nothin.I would compare it to bad period cramps. Today I have a light period and 1 day of cramping.Other than that I can't tell I have one. My advise: GET ONE. You can always have it removed later.,4,Female,"Pain, bleeding, or  dizziness  during and after placement of the device may occur.",4
